ticket_id,install,opened,category,body,first_response_h,resolved
T001590,I01669,2025-06-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,False
T001591,I01669,2026-05-06,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",18,True
T001592,I01669,2026-04-16,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",40,True
T001593,I01669,2026-03-03,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",18,True
T001594,I01670,2025-03-02,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T001595,I01671,2025-04-07,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T001596,I01671,2024-09-12,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T001597,I01672,2024-11-03,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",30,True
T001598,I01673,2025-10-03,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",40,True
T001599,I01673,2025-04-24,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T001600,I01673,2025-01-30,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",1,True
T001601,I01674,2025-05-30,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",8,False
T001602,I01675,2025-04-02,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,True
T001603,I01676,2025-05-13,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",18,True
T001604,I01676,2025-04-10,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",8,True
T001605,I01678,2025-08-04,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T001606,I01678,2025-10-28,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",30,True
T001607,I01678,2026-03-02,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T001608,I01678,2026-03-04,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",96,True
T001609,I01679,2024-05-04,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T001610,I01681,2026-01-17,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",18,True
T001611,I01681,2025-12-03,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T001612,I01681,2026-02-21,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",3,True
T001613,I01682,2025-04-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",4,True
T001614,I01682,2025-12-27,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001615,I01683,2024-11-13,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T001616,I01683,2024-08-18,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T001617,I01683,2025-01-26,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",96,True
T001618,I01684,2024-10-15,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",18,True
T001619,I01684,2024-07-21,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",18,True
T001620,I01685,2025-07-20,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T001621,I01685,2025-06-30,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T001622,I01690,2025-10-27,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T001623,I01690,2025-07-06,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",18,True
T001624,I01694,2026-01-20,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
T001625,I01696,2026-01-15,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",8,False
T001626,I01696,2026-04-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T001627,I01698,2025-01-14,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T001628,I01700,2025-03-22,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,False
T001629,I01706,2025-10-28,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",8,False
T001630,I01708,2026-01-25,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T001631,I01709,2025-08-28,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T001632,I01709,2025-07-01,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T001633,I01710,2025-02-12,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T001634,I01710,2024-08-03,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001635,I01714,2025-06-29,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",54,False
T001636,I01715,2025-04-23,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",18,True
T001637,I01715,2025-08-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T001638,I01715,2025-02-21,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",18,True
T001639,I01718,2024-09-27,electrical,"control board error code 21, replaced the relay, fault cleared",3,True
T001640,I01719,2024-10-28,user-error,"guard interlock left open, machine correctly refused to start, user error",8,True
T001641,I01723,2025-05-14,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T001642,I01723,2025-10-25,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,True
T001643,I01723,2025-10-29,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,False
T001644,I01724,2025-10-14,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",4,True
T001645,I01725,2025-08-11,user-error,"guard interlock left open, machine correctly refused to start, user error",54,True
T001646,I01726,2025-08-26,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",18,True
T001647,I01728,2025-01-15,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T001648,I01730,2025-08-26,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",96,True
T001649,I01730,2025-12-09,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T001650,I01730,2026-06-19,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",96,True
T001651,I01731,2025-01-19,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T001652,I01734,2024-12-07,electrical,"control board error code 21, replaced the relay, fault cleared",18,True
T001653,I01737,2024-08-14,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",30,True
T001654,I01739,2025-05-30,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",1,True
T001655,I01741,2025-04-17,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T001656,I01741,2025-08-07,wear,"drive wear and vibration, continuous three shift operation since install",3,True
T001657,I01742,2026-03-10,user-error,"guard interlock left open, machine correctly refused to start, user error",1,True
T001658,I01743,2025-05-12,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",3,False
T001659,I01745,2025-11-07,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",40,True
T001660,I01746,2025-11-02,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",1,True
T001661,I01749,2026-03-18,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T001662,I01750,2026-07-08,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T001663,I01750,2026-08-30,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",96,True
T001664,I01751,2025-12-07,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",18,True
T001665,I01751,2025-07-04,user-error,"guard interlock left open, machine correctly refused to start, user error",3,True
T001666,I01752,2026-01-20,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T001667,I01753,2025-09-27,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",12,True
T001668,I01753,2026-02-22,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T001669,I01754,2025-08-24,wear,"drive wear and vibration, continuous three shift operation since install",3,True
T001670,I01754,2025-01-03,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",8,True
T001671,I01754,2025-08-25,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,False
T001672,I01755,2025-06-13,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,False
T001673,I01755,2025-08-24,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T001674,I01755,2025-12-25,electrical,"control board error code 21, replaced the relay, fault cleared",30,True
T001675,I01758,2025-06-14,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T001676,I01758,2025-05-06,wear,"drive wear and vibration, continuous three shift operation since install",1,True
T001677,I01758,2024-11-12,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",8,True
T001678,I01758,2025-11-09,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",1,True
T001679,I01759,2025-06-16,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",40,True
T001680,I01761,2024-12-23,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,False
T001681,I01762,2026-05-14,electrical,"control board error code 21, replaced the relay, fault cleared",54,True
T001682,I01762,2025-06-05,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,True
T001683,I01763,2026-04-07,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",4,True
